"Age","BusinessTravel","DailyRate","DistanceFromHome","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
41,"Travel_Frequently",840,9,1,"Male",64,3,5,3,"Divorced",19419,3735,2,"No",17,3,2,1,21,2,4,18,16,0,11,"No"
50,"Travel_Rarely",1046,10,4,"Male",100,2,3,4,"Single",10496,2755,6,"No",15,3,4,0,20,2,3,4,3,1,3,"No"
27,"Travel_Rarely",894,9,4,"Female",99,3,1,2,"Single",2279,11781,1,"No",16,3,4,0,7,2,2,7,7,0,3,"No"
50,"Non-Travel",881,2,1,"Male",98,3,4,1,"Divorced",17924,4544,1,"No",11,3,4,1,31,3,3,31,6,14,7,"No"
40,"Travel_Rarely",448,16,3,"Female",84,3,3,4,"Single",7945,19948,6,"Yes",15,3,4,0,18,2,2,4,2,3,3,"No"
39,"Travel_Rarely",119,15,2,"Male",77,3,4,1,"Single",13341,25098,0,"No",12,3,1,0,21,3,3,20,8,11,10,"No"
32,"Travel_Rarely",929,10,4,"Male",55,3,2,4,"Single",5396,21703,1,"No",12,3,4,0,10,2,2,10,7,0,8,"No"
35,"Travel_Rarely",619,1,2,"Male",85,3,2,3,"Married",4717,18659,9,"No",11,3,3,0,15,2,3,11,9,6,9,"No"
60,"Travel_Rarely",1179,16,1,"Male",84,3,2,1,"Single",5405,11924,8,"No",14,3,4,0,10,1,3,2,2,2,2,"No"
42,"Travel_Frequently",1474,5,2,"Male",97,3,1,3,"Married",2093,9260,4,"No",17,3,4,1,8,4,3,2,2,2,0,"No"
23,"Travel_Rarely",541,2,3,"Male",62,3,1,1,"Divorced",2322,9518,3,"No",13,3,3,1,3,3,3,0,0,0,0,"No"
35,"Travel_Rarely",219,16,4,"Female",44,2,2,2,"Married",4788,25388,0,"Yes",11,3,4,0,4,2,3,3,2,0,2,"No"
54,"Travel_Rarely",1147,3,4,"Female",52,3,2,1,"Married",5940,17011,2,"No",14,3,4,1,16,4,3,6,2,0,5,"No"
28,"Travel_Rarely",857,10,3,"Female",59,3,2,3,"Single",3660,7909,3,"No",13,3,4,0,10,4,4,8,7,1,7,"No"
32,"Travel_Rarely",646,9,1,"Female",92,3,2,4,"Married",6322,18089,1,"Yes",12,3,4,1,6,2,2,6,4,0,5,"No"
40,"Travel_Rarely",896,2,3,"Male",68,3,1,3,"Divorced",2345,8045,2,"No",14,3,3,1,8,3,4,3,1,1,2,"No"
33,"Travel_Rarely",654,5,4,"Male",34,2,3,4,"Divorced",7119,21214,4,"No",15,3,3,1,9,2,3,3,2,1,2,"No"
49,"Travel_Frequently",1064,2,2,"Male",42,3,5,4,"Married",19161,13738,3,"No",15,3,4,0,28,3,3,5,4,4,3,"No"
27,"Travel_Rarely",954,9,4,"Male",44,3,2,4,"Single",4105,5099,1,"No",14,3,1,0,7,5,3,7,7,0,7,"No"
38,"Travel_Frequently",148,2,4,"Female",42,2,1,2,"Single",2440,23826,1,"No",22,4,2,0,4,3,3,4,3,3,3,"No"
35,"Travel_Rarely",982,1,4,"Male",58,2,1,3,"Married",2258,16340,6,"No",12,3,2,1,10,2,3,8,0,1,7,"No"
37,"Non-Travel",1413,5,3,"Male",84,4,1,3,"Single",3500,25470,0,"No",14,3,1,0,7,2,1,6,5,1,3,"No"
45,"Travel_Rarely",252,2,2,"Female",95,2,1,3,"Single",2274,6153,1,"No",14,3,4,0,1,3,3,1,0,0,0,"No"
24,"Non-Travel",1092,9,3,"Male",60,2,1,2,"Divorced",2694,26551,1,"No",11,3,3,3,1,4,3,1,0,0,0,"No"
22,"Non-Travel",1123,16,4,"Male",96,4,1,4,"Divorced",2935,7324,1,"Yes",13,3,2,2,1,2,2,1,0,0,0,"No"
27,"Travel_Rarely",1130,8,2,"Female",56,3,2,2,"Married",6214,3415,1,"No",18,3,1,1,8,3,3,8,7,0,7,"No"
49,"Travel_Rarely",1091,1,3,"Female",90,2,4,3,"Single",13964,17810,7,"Yes",12,3,4,0,25,2,3,7,1,0,7,"No"
49,"Travel_Rarely",464,16,4,"Female",74,3,1,1,"Divorced",2587,24941,4,"Yes",16,3,2,1,17,2,2,2,2,2,2,"No"
48,"Non-Travel",1262,1,1,"Male",35,4,4,4,"Single",16885,16154,2,"No",22,4,3,0,27,3,2,5,4,2,1,"No"
31,"Travel_Frequently",798,7,3,"Female",48,2,3,3,"Married",8943,14034,1,"No",24,4,1,1,10,2,3,10,9,8,9,"No"
43,"Travel_Frequently",1001,9,4,"Male",72,3,2,3,"Divorced",5679,19627,3,"Yes",13,3,2,1,10,3,3,8,7,4,7,"No"
51,"Travel_Rarely",1405,11,4,"Female",82,2,4,2,"Single",13142,24439,3,"No",16,3,2,0,29,1,2,5,2,0,3,"No"
45,"Travel_Rarely",1038,20,2,"Male",95,1,3,1,"Divorced",10851,19863,2,"Yes",18,3,2,1,24,2,3,7,7,0,7,"No"
54,"Travel_Rarely",548,8,3,"Female",42,3,2,3,"Single",3780,23428,7,"No",11,3,3,0,19,3,3,1,0,0,0,"No"
37,"Travel_Rarely",571,10,4,"Female",82,3,1,1,"Divorced",2782,19905,0,"Yes",13,3,2,2,6,3,2,5,3,4,3,"No"
48,"Travel_Rarely",277,6,1,"Male",97,2,2,3,"Single",4240,13119,2,"No",13,3,4,0,19,0,3,2,2,2,2,"No"
56,"Non-Travel",667,1,3,"Male",57,3,2,3,"Divorced",6306,26236,1,"No",21,4,1,1,13,2,2,13,12,1,9,"No"
29,"Travel_Rarely",469,10,3,"Male",42,2,2,3,"Single",5869,23413,9,"No",11,3,3,0,8,2,3,5,2,1,4,"No"
34,"Travel_Rarely",1351,1,2,"Male",45,3,2,4,"Married",5484,13008,9,"No",17,3,2,1,9,3,2,2,2,2,1,"No"
59,"Travel_Rarely",326,3,3,"Female",48,2,2,4,"Single",5171,16490,5,"No",17,3,4,0,13,2,3,6,1,0,5,"No"
57,"Travel_Rarely",210,29,1,"Male",56,2,4,4,"Divorced",14118,22102,3,"No",12,3,3,1,32,3,2,1,0,0,0,"No"
33,"Travel_Frequently",1296,6,3,"Male",30,3,2,4,"Divorced",7725,5335,3,"No",23,4,3,1,15,2,1,13,11,4,7,"No"
47,"Travel_Rarely",703,14,4,"Male",42,3,2,1,"Single",4960,11825,2,"No",12,3,4,0,20,2,3,7,7,1,7,"No"
44,"Non-Travel",381,24,1,"Male",49,1,1,3,"Single",3708,2104,2,"No",14,3,3,0,9,5,3,5,2,1,4,"No"
55,"Travel_Rarely",692,14,3,"Male",61,4,5,2,"Single",18722,13339,8,"No",11,3,4,0,36,3,3,24,15,2,15,"No"
24,"Travel_Rarely",771,1,2,"Male",45,2,2,3,"Single",4617,14120,1,"No",12,3,2,0,4,2,2,4,3,1,2,"No"
38,"Travel_Rarely",702,1,1,"Female",59,2,2,4,"Single",8686,12930,4,"No",22,4,3,0,12,2,4,8,3,0,7,"No"
27,"Travel_Rarely",591,2,1,"Male",40,3,1,2,"Married",3468,16632,9,"No",12,3,4,1,6,3,3,2,2,2,2,"No"
37,"Travel_Rarely",799,1,2,"Female",59,3,3,4,"Single",7491,23848,4,"No",17,3,4,0,12,3,4,6,5,1,2,"No"
42,"Travel_Rarely",1210,2,3,"Male",68,2,1,2,"Married",4841,24052,4,"No",14,3,2,1,4,3,3,1,0,0,0,"No"
30,"Travel_Frequently",721,1,3,"Female",58,3,2,4,"Single",4011,10781,1,"No",23,4,4,0,12,2,3,12,8,3,7,"No"
38,"Travel_Rarely",371,2,4,"Male",45,3,1,4,"Single",3944,4306,5,"Yes",11,3,3,0,6,3,3,3,2,1,2,"No"
55,"Travel_Rarely",1117,18,1,"Female",83,3,4,2,"Single",16835,9873,3,"No",23,4,4,0,37,2,3,10,9,7,7,"No"
29,"Travel_Rarely",657,27,2,"Female",66,3,2,3,"Married",4335,25549,4,"No",12,3,1,1,11,3,2,8,7,1,1,"No"
36,"Travel_Rarely",1383,10,4,"Male",90,3,3,1,"Married",8321,25949,7,"Yes",13,3,4,1,15,1,3,12,8,5,7,"No"
38,"Non-Travel",1327,2,4,"Male",39,2,2,4,"Married",5249,19682,3,"No",18,3,4,1,13,0,3,8,7,7,5,"No"
35,"Travel_Rarely",583,25,3,"Female",57,3,3,3,"Divorced",10388,6975,1,"Yes",11,3,3,1,16,3,2,16,10,10,1,"No"
40,"Travel_Rarely",804,2,4,"Female",86,2,1,4,"Single",2342,22929,0,"Yes",20,4,4,0,5,2,2,4,2,2,3,"No"
50,"Travel_Rarely",797,4,1,"Male",96,3,5,2,"Divorced",19144,15815,3,"No",14,3,1,2,28,4,2,10,4,1,6,"No"
31,"Non-Travel",325,5,2,"Male",74,3,2,1,"Single",9936,3787,0,"No",19,3,2,0,10,2,3,9,4,1,7,"No"
34,"Non-Travel",1065,23,2,"Male",72,3,2,3,"Single",4568,10034,0,"No",20,4,3,0,10,2,3,9,5,8,7,"No"
37,"Travel_Rarely",161,10,3,"Female",42,4,3,4,"Married",13744,15471,1,"Yes",25,4,1,1,16,2,3,16,11,6,8,"No"
30,"Travel_Rarely",241,7,2,"Male",48,2,1,2,"Married",2141,5348,1,"No",12,3,2,1,6,3,2,6,4,1,1,"No"
18,"Non-Travel",287,5,2,"Male",73,3,1,4,"Single",1051,13493,1,"No",15,3,4,0,0,2,3,0,0,0,0,"No"
29,"Travel_Rarely",657,27,2,"Female",66,3,2,3,"Married",4335,25549,4,"No",12,3,1,1,11,3,2,8,7,1,1,"No"
29,"Non-Travel",1496,1,4,"Male",41,3,2,3,"Married",4319,26283,1,"No",13,3,1,1,10,1,3,10,7,0,9,"No"
48,"Travel_Rarely",817,2,2,"Male",56,4,2,2,"Married",8120,18597,3,"No",12,3,4,0,12,3,3,2,2,2,2,"No"
21,"Travel_Rarely",546,5,3,"Male",97,3,1,4,"Single",3117,26009,1,"No",18,3,3,0,3,2,3,2,2,2,2,"No"
46,"Travel_Rarely",991,1,4,"Female",44,3,1,1,"Single",3423,22957,6,"No",12,3,3,0,10,3,4,7,6,5,7,"No"
44,"Travel_Frequently",602,1,1,"Male",37,3,2,4,"Married",5743,10503,4,"Yes",11,3,3,0,14,3,3,10,7,0,2,"No"
31,"Travel_Rarely",1112,5,1,"Female",67,3,2,4,"Married",5476,22589,1,"No",11,3,1,2,10,2,3,10,0,0,2,"No"
28,"Non-Travel",120,4,2,"Male",43,3,2,3,"Married",4221,8863,1,"No",15,3,2,0,5,3,4,5,4,0,4,"No"
35,"Travel_Rarely",1137,21,4,"Female",51,3,2,4,"Married",4014,19170,1,"Yes",25,4,4,1,10,2,1,10,6,0,7,"No"
49,"Travel_Rarely",271,3,3,"Female",43,2,2,1,"Married",4789,23070,4,"No",25,4,1,1,10,3,3,3,2,1,2,"No"
42,"Travel_Rarely",1147,10,3,"Female",31,3,4,1,"Married",16799,16616,0,"No",14,3,3,1,21,5,3,20,7,0,9,"No"
31,"Travel_Frequently",444,5,4,"Female",84,3,1,2,"Divorced",2789,3909,1,"No",11,3,3,1,2,5,2,2,2,2,2,"No"
43,"Travel_Rarely",589,14,2,"Male",94,3,4,1,"Married",17159,5200,6,"No",24,4,3,1,22,3,3,4,1,1,0,"No"
32,"Travel_Rarely",588,8,3,"Female",65,2,2,2,"Married",5228,24624,1,"Yes",11,3,4,0,13,2,3,13,12,11,9,"No"
33,"Travel_Frequently",1141,1,3,"Female",42,4,2,1,"Married",5376,3193,2,"No",19,3,1,2,10,3,3,5,3,1,3,"No"
50,"Travel_Rarely",1452,11,3,"Female",53,3,5,2,"Single",19926,17053,3,"No",15,3,2,0,21,5,3,5,4,4,4,"No"
54,"Travel_Rarely",821,5,1,"Male",86,3,5,1,"Married",19406,8509,4,"No",11,3,3,1,24,4,2,4,2,1,2,"No"
55,"Travel_Frequently",135,18,3,"Male",62,3,2,2,"Married",6385,12992,3,"Yes",14,3,4,2,17,3,3,8,7,6,7,"No"
60,"Travel_Rarely",1179,16,1,"Male",84,3,2,1,"Single",5405,11924,8,"No",14,3,4,0,10,1,3,2,2,2,2,"No"
22,"Travel_Rarely",594,2,3,"Male",100,3,1,4,"Married",2523,19299,0,"No",14,3,3,1,3,2,3,2,1,2,1,"No"
36,"Non-Travel",301,15,4,"Male",88,1,2,4,"Divorced",5406,10436,1,"No",24,4,1,1,15,4,2,15,12,11,11,"No"
35,"Travel_Rarely",890,2,4,"Female",97,3,1,4,"Married",2014,9687,1,"No",13,3,1,0,2,3,3,2,2,2,2,"No"
28,"Travel_Frequently",193,2,4,"Male",52,2,1,4,"Married",3867,14222,1,"Yes",12,3,2,1,2,2,3,2,2,2,2,"No"
21,"Travel_Rarely",391,15,3,"Male",96,3,1,4,"Single",1232,19281,1,"No",14,3,4,0,0,6,3,0,0,0,0,"No"
27,"Travel_Frequently",1242,20,4,"Female",90,3,2,3,"Single",9981,12916,1,"No",14,3,4,0,7,2,3,7,7,0,7,"No"
55,"Non-Travel",444,2,3,"Male",40,2,4,1,"Single",16756,17323,7,"No",15,3,2,0,31,3,4,9,7,6,2,"No"
45,"Non-Travel",1050,9,2,"Female",65,2,2,3,"Married",5593,17970,1,"No",13,3,4,1,15,2,3,15,10,4,12,"No"
38,"Travel_Frequently",1189,1,4,"Male",90,3,2,4,"Married",4735,9867,7,"No",15,3,4,2,19,4,4,13,11,2,9,"No"
54,"Travel_Rarely",685,3,4,"Male",85,3,4,4,"Married",17779,23474,3,"No",14,3,1,0,36,2,3,10,9,0,9,"No"
43,"Travel_Frequently",185,10,3,"Female",33,3,1,4,"Single",2455,10675,0,"No",19,3,1,0,9,5,3,8,7,1,7,"No"
41,"Non-Travel",906,5,1,"Male",95,2,1,1,"Divorced",2107,20293,6,"No",17,3,1,1,5,2,1,1,0,0,0,"Yes"
34,"Travel_Frequently",988,23,2,"Female",43,3,3,1,"Divorced",9950,11533,9,"Yes",15,3,3,3,11,2,3,3,2,0,2,"Yes"
52,"Travel_Rarely",1030,5,2,"Male",64,3,3,2,"Single",8446,21534,9,"Yes",19,3,3,0,10,2,2,8,7,7,7,"Yes"
24,"Travel_Frequently",381,9,2,"Male",89,3,1,1,"Single",3172,16998,2,"Yes",11,3,3,0,4,2,2,0,0,0,0,"Yes"
26,"Travel_Rarely",471,24,3,"Male",66,1,1,4,"Single",2340,23213,1,"Yes",18,3,2,0,1,3,1,1,0,0,0,"Yes"
50,"Travel_Frequently",959,1,4,"Male",81,3,2,3,"Single",4728,17251,3,"Yes",14,3,4,0,5,4,3,0,0,0,0,"Yes"
19,"Travel_Frequently",602,1,3,"Female",100,1,1,1,"Single",2325,20989,0,"No",21,4,1,0,1,5,4,0,0,0,0,"Yes"
29,"Travel_Frequently",746,24,3,"Male",45,4,1,1,"Single",1091,10642,1,"No",17,3,4,0,1,3,3,1,0,0,0,"Yes"
21,"Travel_Frequently",251,10,1,"Female",45,2,1,3,"Single",2625,25308,1,"No",20,4,3,0,2,2,1,2,2,2,2,"Yes"
20,"Travel_Rarely",500,2,3,"Female",49,2,1,3,"Single",2044,22052,1,"No",13,3,4,0,2,3,2,2,2,0,2,"Yes"
44,"Travel_Rarely",1376,1,2,"Male",91,2,3,1,"Married",10482,2326,9,"No",14,3,4,1,24,1,3,20,6,3,6,"Yes"
42,"Travel_Frequently",933,19,3,"Male",57,4,1,3,"Divorced",2759,20366,6,"Yes",12,3,4,0,7,2,3,2,2,2,2,"Yes"
31,"Travel_Rarely",249,6,2,"Male",76,1,2,3,"Married",6172,20739,4,"Yes",18,3,2,0,12,3,2,7,7,7,7,"Yes"
29,"Travel_Rarely",1092,1,1,"Male",36,3,1,4,"Married",4787,26124,9,"Yes",14,3,2,3,4,3,4,2,2,2,2,"Yes"
34,"Travel_Rarely",699,6,2,"Male",83,3,1,1,"Single",2960,17102,2,"No",11,3,3,0,8,2,3,4,2,1,3,"Yes"
25,"Travel_Rarely",867,19,3,"Male",36,2,1,2,"Married",2413,18798,1,"Yes",18,3,3,3,1,2,3,1,0,0,0,"Yes"
19,"Travel_Rarely",489,2,1,"Male",52,2,1,4,"Single",2564,18437,1,"No",12,3,3,0,1,3,4,1,0,0,0,"Yes"
19,"Travel_Rarely",528,22,4,"Male",50,3,1,3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0,"Yes"
58,"Travel_Rarely",289,2,4,"Male",51,3,1,3,"Single",2479,26227,4,"No",24,4,1,0,7,4,3,1,0,0,0,"Yes"
34,"Travel_Rarely",1107,9,1,"Female",52,3,1,3,"Married",2742,3072,1,"No",15,3,4,0,2,0,3,2,2,2,2,"Yes"
31,"Travel_Frequently",534,20,1,"Male",66,3,3,3,"Married",9824,22908,3,"No",12,3,1,0,12,2,3,1,0,0,0,"Yes"
51,"Travel_Rarely",1323,4,1,"Male",34,3,1,3,"Married",2461,10332,9,"Yes",12,3,3,3,18,2,4,10,0,2,7,"Yes"
28,"Travel_Frequently",289,2,3,"Male",38,2,1,1,"Single",2561,5355,7,"No",11,3,3,0,8,2,2,0,0,0,0,"Yes"
31,"Travel_Frequently",1060,1,4,"Female",54,3,1,2,"Single",2302,8319,1,"Yes",11,3,1,0,3,2,4,3,2,2,2,"Yes"
47,"Travel_Frequently",1093,9,3,"Male",82,1,4,3,"Married",12936,24164,7,"No",11,3,3,0,25,3,1,23,5,14,10,"Yes"
49,"Travel_Frequently",1475,28,1,"Male",97,2,2,1,"Single",4284,22710,3,"No",20,4,1,0,20,2,3,4,3,1,3,"Yes"
25,"Travel_Rarely",240,5,3,"Male",46,2,2,3,"Single",5744,26959,1,"Yes",11,3,4,0,6,1,3,6,4,0,3,"Yes"
56,"Travel_Rarely",1162,24,1,"Male",97,3,1,4,"Single",2587,10261,1,"No",16,3,4,0,5,3,3,4,2,1,0,"Yes"
29,"Travel_Rarely",341,1,2,"Female",48,2,1,3,"Divorced",2800,23522,6,"Yes",19,3,3,3,5,3,3,3,2,0,2,"Yes"
26,"Travel_Rarely",920,20,4,"Female",69,3,1,2,"Married",2148,6889,0,"Yes",11,3,3,0,6,3,3,5,1,1,4,"Yes"
44,"Travel_Frequently",920,24,4,"Male",43,3,1,3,"Divorced",3161,19920,3,"Yes",22,4,4,1,19,0,1,1,0,0,0,"Yes"
36,"Travel_Rarely",530,3,3,"Male",51,2,3,4,"Married",10325,5518,1,"Yes",11,3,1,1,16,6,3,16,7,3,7,"Yes"
34,"Travel_Frequently",296,6,4,"Female",33,1,1,3,"Divorced",2351,12253,0,"No",16,3,4,1,3,3,2,2,2,1,0,"Yes"
44,"Travel_Rarely",621,15,1,"Female",73,3,3,4,"Married",7978,14075,1,"No",11,3,4,1,10,2,3,10,7,0,5,"Yes"
30,"Travel_Frequently",464,4,3,"Male",40,3,1,4,"Single",2285,3427,9,"Yes",23,4,3,0,3,4,3,1,0,0,0,"Yes"
30,"Travel_Rarely",740,1,2,"Male",64,2,2,1,"Married",9714,5323,1,"No",11,3,4,1,10,4,3,10,8,6,7,"Yes"
29,"Travel_Frequently",459,24,4,"Male",73,2,1,4,"Single",2439,14753,1,"Yes",24,4,2,0,1,3,2,1,0,1,0,"Yes"
32,"Travel_Rarely",1089,7,4,"Male",79,3,2,3,"Married",4883,22845,1,"No",18,3,1,1,10,3,3,10,4,1,1,"Yes"
29,"Travel_Frequently",115,13,1,"Female",51,3,2,2,"Single",5765,17485,5,"No",11,3,1,0,7,4,1,5,3,0,0,"Yes"
30,"Travel_Rarely",138,22,1,"Female",48,3,1,3,"Married",2132,11539,4,"Yes",11,3,2,0,7,2,3,5,2,0,1,"Yes"
30,"Travel_Frequently",334,26,3,"Female",52,2,2,1,"Single",6696,22967,5,"No",15,3,3,0,9,5,2,6,3,0,1,"Yes"
46,"Travel_Rarely",261,21,4,"Female",66,3,2,2,"Married",8926,10842,4,"No",22,4,4,1,13,2,4,9,7,3,7,"Yes"
20,"Travel_Frequently",769,9,4,"Female",54,3,1,4,"Single",2323,17205,1,"Yes",14,3,2,0,2,3,3,2,2,0,2,"Yes"
29,"Travel_Rarely",224,1,1,"Male",100,2,1,1,"Single",2362,7568,6,"No",13,3,3,0,11,2,1,9,7,0,7,"Yes"
36,"Travel_Rarely",318,9,4,"Male",79,2,1,3,"Married",3388,21777,0,"Yes",17,3,1,1,2,0,2,1,0,0,0,"Yes"
27,"Travel_Rarely",1420,2,3,"Male",85,3,1,1,"Divorced",3041,16346,0,"No",11,3,2,1,5,3,3,4,3,0,2,"Yes"
29,"Travel_Rarely",341,1,2,"Female",48,2,1,3,"Divorced",2800,23522,6,"Yes",19,3,3,3,5,3,3,3,2,0,2,"Yes"
41,"Travel_Frequently",143,4,1,"Male",56,3,2,2,"Single",9355,9558,1,"No",18,3,3,0,8,5,3,8,7,7,7,"Yes"
38,"Travel_Rarely",1180,29,2,"Male",70,3,2,1,"Married",6673,11354,7,"Yes",19,3,2,0,17,2,3,1,0,0,0,"Yes"
26,"Travel_Rarely",950,4,4,"Male",48,2,2,4,"Single",5828,8450,1,"Yes",12,3,2,0,8,0,3,8,7,7,4,"Yes"
40,"Non-Travel",1479,24,2,"Female",100,4,4,2,"Single",13194,17071,4,"Yes",16,3,4,0,22,2,2,1,0,0,0,"Yes"
58,"Travel_Rarely",147,23,4,"Female",94,3,3,4,"Married",10312,3465,1,"No",12,3,4,1,40,3,2,40,10,15,6,"Yes"
28,"Non-Travel",1366,24,2,"Male",72,2,3,1,"Single",8722,12355,1,"No",12,3,1,0,10,2,2,10,7,1,9,"Yes"
34,"Travel_Rarely",1107,9,1,"Female",52,3,1,3,"Married",2742,3072,1,"No",15,3,4,0,2,0,3,2,2,2,2,"Yes"
33,"Travel_Rarely",1017,25,1,"Male",55,2,1,2,"Single",2313,2993,4,"Yes",20,4,2,0,5,0,3,2,2,2,2,"Yes"
33,"Travel_Rarely",527,1,4,"Male",63,3,1,4,"Single",2686,5207,1,"Yes",13,3,3,0,10,2,2,10,9,7,8,"Yes"
31,"Travel_Frequently",534,20,1,"Male",66,3,3,3,"Married",9824,22908,3,"No",12,3,1,0,12,2,3,1,0,0,0,"Yes"
36,"Travel_Rarely",660,15,1,"Male",81,3,2,3,"Divorced",4834,7858,7,"No",14,3,2,1,9,3,2,1,0,0,0,"Yes"
36,"Travel_Rarely",1456,13,2,"Male",96,2,2,1,"Divorced",6134,8658,5,"Yes",13,3,2,3,16,3,3,2,2,2,2,"Yes"
32,"Travel_Rarely",1045,4,4,"Male",32,1,3,4,"Married",10400,25812,1,"No",11,3,3,0,14,2,2,14,8,9,8,"Yes"
31,"Travel_Frequently",561,3,4,"Female",33,3,1,3,"Single",4084,4156,1,"No",12,3,1,0,7,2,1,7,2,7,7,"Yes"
52,"Travel_Rarely",266,2,1,"Female",57,1,5,4,"Married",19845,25846,1,"No",15,3,4,1,33,3,3,32,14,6,9,"Yes"
29,"Travel_Rarely",121,27,2,"Female",35,3,3,4,"Married",7639,24525,1,"No",22,4,4,3,10,3,2,10,4,1,9,"Yes"
37,"Travel_Rarely",1373,2,4,"Male",92,2,1,3,"Single",2090,2396,6,"Yes",15,3,2,0,7,3,3,0,0,0,0,"Yes"
30,"Travel_Frequently",448,12,2,"Male",74,2,1,1,"Married",2033,14470,1,"No",18,3,3,1,1,2,4,1,0,0,0,"Yes"
36,"Travel_Rarely",1218,9,3,"Male",82,2,1,1,"Single",3407,6986,7,"No",23,4,2,0,10,4,3,5,3,0,3,"Yes"
32,"Travel_Rarely",1045,4,4,"Male",32,1,3,4,"Married",10400,25812,1,"No",11,3,3,0,14,2,2,14,8,9,8,"Yes"
29,"Travel_Rarely",428,9,2,"Female",52,1,1,2,"Single",2760,14630,1,"No",13,3,3,0,2,3,3,2,2,2,2,"Yes"
43,"Travel_Rarely",1372,9,1,"Female",85,1,2,3,"Single",5346,9489,8,"No",13,3,2,0,7,2,2,4,3,1,3,"Yes"
41,"Travel_Rarely",1360,12,2,"Female",49,3,5,3,"Married",19545,16280,1,"No",12,3,4,0,23,0,3,22,15,15,8,"Yes"
33,"Travel_Rarely",1017,25,1,"Male",55,2,1,2,"Single",2313,2993,4,"Yes",20,4,2,0,5,0,3,2,2,2,2,"Yes"
26,"Travel_Rarely",471,24,3,"Male",66,1,1,4,"Single",2340,23213,1,"Yes",18,3,2,0,1,3,1,1,0,0,0,"Yes"
24,"Travel_Rarely",240,22,4,"Male",58,1,1,3,"Married",1555,11585,1,"No",11,3,3,1,1,2,3,1,0,0,0,"Yes"
31,"Travel_Rarely",542,20,2,"Female",71,1,2,3,"Married",4559,24788,3,"Yes",11,3,3,1,4,2,3,2,2,2,2,"Yes"
33,"Travel_Rarely",603,9,1,"Female",77,3,2,1,"Single",8224,18385,0,"Yes",17,3,1,0,6,3,3,5,2,0,3,"Yes"
25,"Travel_Rarely",688,3,1,"Male",91,3,1,1,"Married",4031,9396,5,"No",13,3,3,1,6,5,3,2,2,0,2,"Yes"
29,"Travel_Rarely",121,27,2,"Female",35,3,3,4,"Married",7639,24525,1,"No",22,4,4,3,10,3,2,10,4,1,9,"Yes"
28,"Non-Travel",1366,24,2,"Male",72,2,3,1,"Single",8722,12355,1,"No",12,3,1,0,10,2,2,10,7,1,9,"Yes"
19,"Non-Travel",504,10,1,"Female",96,2,1,2,"Single",1859,6148,1,"Yes",25,4,2,0,1,2,4,1,1,0,0,"Yes"
28,"Travel_Rarely",1475,13,4,"Female",84,3,2,3,"Single",9854,23352,3,"Yes",11,3,4,0,6,0,3,2,0,2,2,"Yes"
20,"Travel_Rarely",1362,10,4,"Male",32,3,1,3,"Single",1009,26999,1,"Yes",11,3,4,0,1,5,3,1,0,1,1,"Yes"
29,"Travel_Frequently",459,24,4,"Male",73,2,1,4,"Single",2439,14753,1,"Yes",24,4,2,0,1,3,2,1,0,1,0,"Yes"
19,"Travel_Rarely",528,22,4,"Male",50,3,1,3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0,"Yes"
18,"Non-Travel",247,8,3,"Male",80,3,1,3,"Single",1904,13556,1,"No",12,3,4,0,0,0,3,0,0,0,0,"Yes"
34,"Travel_Rarely",1107,9,1,"Female",52,3,1,3,"Married",2742,3072,1,"No",15,3,4,0,2,0,3,2,2,2,2,"Yes"
26,"Travel_Frequently",426,17,2,"Female",58,3,1,3,"Divorced",2741,22808,0,"Yes",11,3,2,1,8,2,2,7,7,1,0,"Yes"
34,"Travel_Rarely",790,24,1,"Female",40,2,2,2,"Single",4599,7815,0,"Yes",23,4,3,0,16,2,4,15,9,10,10,"Yes"
42,"Travel_Frequently",481,12,3,"Male",44,3,4,1,"Single",13758,2447,0,"Yes",12,3,2,0,22,2,2,21,9,13,14,"Yes"
56,"Travel_Rarely",310,7,4,"Male",72,3,1,3,"Married",2339,3666,8,"No",11,3,4,1,14,4,1,10,9,9,8,"Yes"
32,"Travel_Rarely",515,1,4,"Male",62,2,1,3,"Single",3730,9571,0,"Yes",14,3,4,0,4,2,1,3,2,1,2,"Yes"
22,"Travel_Frequently",1368,4,3,"Male",99,2,1,3,"Single",3894,9129,5,"No",16,3,3,0,4,3,3,2,2,1,2,"Yes"
36,"Travel_Rarely",660,15,1,"Male",81,3,2,3,"Divorced",4834,7858,7,"No",14,3,2,1,9,3,2,1,0,0,0,"Yes"
31,"Travel_Frequently",703,2,3,"Female",90,2,1,4,"Single",2785,11882,7,"No",14,3,3,0,3,3,4,1,0,0,0,"Yes"
34,"Travel_Frequently",234,9,4,"Male",93,3,2,1,"Married",5346,6208,4,"No",17,3,3,1,11,3,2,7,1,0,7,"Yes"
